participant_id,competence_self,elo_midpoint,watch_frequency_level,watched_before,item_code,item_score,dataset
P001,4,1350,3,No,IntroLayout,5,C
P001,4,1350,3,No,IntroPlayers,3,C
P001,4,1350,3,No,IntroCivs,3,C
P001,4,1350,3,No,IntroEconomy,2,C
P001,4,1350,3,No,EventScouting,2,C
P001,4,1350,3,No,EventUncommon,4,C
P001,4,1350,3,No,BattleDelay,4,C
P001,4,1350,3,No,BattleMilitary,4,C
P001,4,1350,3,No,BattleEcoKills,5,C
P001,4,1350,3,No,BattleBreakIn,4,C
P001,4,1350,3,No,BattleOverwhelm,2,C
P001,4,1350,3,No,StateAgeUp,5,C
P001,4,1350,3,No,StateMilTech,5,C
P001,4,1350,3,No,Predictions,3,C
P001,4,1350,3,No,Knowledge,3,C
P002,5,1350,3,Yes,IntroLayout,5,C
P002,5,1350,3,Yes,IntroPlayers,3,C
P002,5,1350,3,Yes,IntroCivs,5,C
P002,5,1350,3,Yes,IntroEconomy,4,C
P002,5,1350,3,Yes,EventScouting,4,C
P002,5,1350,3,Yes,EventUncommon,2,C
P002,5,1350,3,Yes,BattleDelay,3,C
P002,5,1350,3,Yes,BattleMilitary,4,C
P002,5,1350,3,Yes,BattleEcoKills,4,C
P002,5,1350,3,Yes,BattleBreakIn,3,C
P002,5,1350,3,Yes,BattleOverwhelm,4,C
P002,5,1350,3,Yes,StateAgeUp,4,C
P002,5,1350,3,Yes,StateMilTech,3,C
P002,5,1350,3,Yes,Predictions,4,C
P002,5,1350,3,Yes,Knowledge,4,C
P003,4,900,2,Unsure,IntroLayout,5,C
P003,4,900,2,Unsure,IntroPlayers,4,C
P003,4,900,2,Unsure,IntroCivs,5,C
P003,4,900,2,Unsure,IntroEconomy,5,C
P003,4,900,2,Unsure,EventScouting,5,C
P003,4,900,2,Unsure,EventUncommon,5,C
P003,4,900,2,Unsure,BattleDelay,5,C
P003,4,900,2,Unsure,BattleMilitary,5,C
P003,4,900,2,Unsure,BattleEcoKills,5,C
P003,4,900,2,Unsure,BattleBreakIn,5,C
P003,4,900,2,Unsure,BattleOverwhelm,5,C
P003,4,900,2,Unsure,StateAgeUp,5,C
P003,4,900,2,Unsure,StateMilTech,5,C
P003,4,900,2,Unsure,Predictions,5,C
P003,4,900,2,Unsure,Knowledge,5,C
P004,4,1600,3,No,IntroLayout,4,C
P004,4,1600,3,No,IntroPlayers,2,C
P004,4,1600,3,No,IntroCivs,5,C
P004,4,1600,3,No,IntroEconomy,3,C
P004,4,1600,3,No,EventScouting,4,C
P004,4,1600,3,No,EventUncommon,3,C
P004,4,1600,3,No,BattleDelay,3,C
P004,4,1600,3,No,BattleMilitary,4,C
P004,4,1600,3,No,BattleEcoKills,4,C
P004,4,1600,3,No,BattleBreakIn,4,C
P004,4,1600,3,No,BattleOverwhelm,5,C
P004,4,1600,3,No,StateAgeUp,5,C
P004,4,1600,3,No,StateMilTech,4,C
P004,4,1600,3,No,Predictions,2,C
P004,4,1600,3,No,Knowledge,3,C
P005,3,1350,3,No,IntroLayout,3,C
P005,3,1350,3,No,IntroPlayers,3,C
P005,3,1350,3,No,IntroCivs,4,C
P005,3,1350,3,No,IntroEconomy,5,C
P005,3,1350,3,No,EventScouting,5,C
P005,3,1350,3,No,EventUncommon,4,C
P005,3,1350,3,No,BattleDelay,4,C
P005,3,1350,3,No,BattleMilitary,5,C
P005,3,1350,3,No,BattleEcoKills,5,C
P005,3,1350,3,No,BattleBreakIn,5,C
P005,3,1350,3,No,BattleOverwhelm,5,C
P005,3,1350,3,No,StateAgeUp,5,C
P005,3,1350,3,No,StateMilTech,4,C
P005,3,1350,3,No,Predictions,4,C
P005,3,1350,3,No,Knowledge,4,C
P006,4,1350,3,Unsure,IntroLayout,4,C
P006,4,1350,3,Unsure,IntroPlayers,1,C
P006,4,1350,3,Unsure,IntroCivs,5,C
P006,4,1350,3,Unsure,IntroEconomy,4,C
P006,4,1350,3,Unsure,EventScouting,4,C
P006,4,1350,3,Unsure,EventUncommon,2,C
P006,4,1350,3,Unsure,BattleDelay,4,C
P006,4,1350,3,Unsure,BattleMilitary,4,C
P006,4,1350,3,Unsure,BattleEcoKills,4,C
P006,4,1350,3,Unsure,BattleBreakIn,4,C
P006,4,1350,3,Unsure,BattleOverwhelm,4,C
P006,4,1350,3,Unsure,StateAgeUp,3,C
P006,4,1350,3,Unsure,StateMilTech,4,C
P006,4,1350,3,Unsure,Predictions,2,C
P006,4,1350,3,Unsure,Knowledge,4,C
P007,4,1600,3,No,IntroLayout,4,C
P007,4,1600,3,No,IntroPlayers,3,C
P007,4,1600,3,No,IntroCivs,3,C
P007,4,1600,3,No,IntroEconomy,4,C
P007,4,1600,3,No,EventScouting,5,C
P007,4,1600,3,No,EventUncommon,4,C
P007,4,1600,3,No,BattleDelay,3,C
P007,4,1600,3,No,BattleMilitary,4,C
P007,4,1600,3,No,BattleEcoKills,4,C
P007,4,1600,3,No,BattleBreakIn,4,C
P007,4,1600,3,No,BattleOverwhelm,5,C
P007,4,1600,3,No,StateAgeUp,5,C
P007,4,1600,3,No,StateMilTech,4,C
P007,4,1600,3,No,Predictions,2,C
P007,4,1600,3,No,Knowledge,3,C
P008,4,1100,2,No,IntroLayout,4,C
P008,4,1100,2,No,IntroPlayers,2,C
P008,4,1100,2,No,IntroCivs,5,C
P008,4,1100,2,No,IntroEconomy,4,C
P008,4,1100,2,No,EventScouting,5,C
P008,4,1100,2,No,EventUncommon,5,C
P008,4,1100,2,No,BattleDelay,4,C
P008,4,1100,2,No,BattleMilitary,4,C
P008,4,1100,2,No,BattleEcoKills,4,C
P008,4,1100,2,No,BattleBreakIn,5,C
P008,4,1100,2,No,BattleOverwhelm,5,C
P008,4,1100,2,No,StateAgeUp,4,C
P008,4,1100,2,No,StateMilTech,4,C
P008,4,1100,2,No,Predictions,2,C
P008,4,1100,2,No,Knowledge,4,C
P009,3,1100,3,Unsure,IntroLayout,2,C
P009,3,1100,3,Unsure,IntroPlayers,2,C
P009,3,1100,3,Unsure,IntroCivs,4,C
P009,3,1100,3,Unsure,IntroEconomy,4,C
P009,3,1100,3,Unsure,EventScouting,5,C
P009,3,1100,3,Unsure,EventUncommon,2,C
P009,3,1100,3,Unsure,BattleDelay,3,C
P009,3,1100,3,Unsure,BattleMilitary,4,C
P009,3,1100,3,Unsure,BattleEcoKills,5,C
P009,3,1100,3,Unsure,BattleBreakIn,4,C
P009,3,1100,3,Unsure,BattleOverwhelm,2,C
P009,3,1100,3,Unsure,StateAgeUp,4,C
P009,3,1100,3,Unsure,StateMilTech,5,C
P009,3,1100,3,Unsure,Predictions,1,C
P009,3,1100,3,Unsure,Knowledge,2,C
P010,4,900,2,No,IntroLayout,4,C
P010,4,900,2,No,IntroPlayers,2,C
P010,4,900,2,No,IntroCivs,5,C
P010,4,900,2,No,IntroEconomy,3,C
P010,4,900,2,No,EventScouting,4,C
P010,4,900,2,No,EventUncommon,4,C
P010,4,900,2,No,BattleDelay,4,C
P010,4,900,2,No,BattleMilitary,4,C
P010,4,900,2,No,BattleEcoKills,4,C
P010,4,900,2,No,BattleBreakIn,4,C
P010,4,900,2,No,BattleOverwhelm,4,C
P010,4,900,2,No,StateAgeUp,3,C
P010,4,900,2,No,StateMilTech,4,C
P010,4,900,2,No,Predictions,1,C
P010,4,900,2,No,Knowledge,4,C
P011,5,NA,3,No,IntroLayout,4,C
P011,5,NA,3,No,IntroPlayers,4,C
P011,5,NA,3,No,IntroCivs,3,C
P011,5,NA,3,No,IntroEconomy,2,C
P011,5,NA,3,No,EventScouting,3,C
P011,5,NA,3,No,EventUncommon,5,C
P011,5,NA,3,No,BattleDelay,3,C
P011,5,NA,3,No,BattleMilitary,4,C
P011,5,NA,3,No,BattleEcoKills,5,C
P011,5,NA,3,No,BattleBreakIn,4,C
P011,5,NA,3,No,BattleOverwhelm,5,C
P011,5,NA,3,No,StateAgeUp,5,C
P011,5,NA,3,No,StateMilTech,4,C
P011,5,NA,3,No,Predictions,4,C
P011,5,NA,3,No,Knowledge,4,C
P012,4,NA,2,Yes,IntroLayout,3,C
P012,4,NA,2,Yes,IntroPlayers,4,C
P012,4,NA,2,Yes,IntroCivs,3,C
P012,4,NA,2,Yes,IntroEconomy,4,C
P012,4,NA,2,Yes,EventScouting,5,C
P012,4,NA,2,Yes,EventUncommon,4,C
P012,4,NA,2,Yes,BattleDelay,4,C
P012,4,NA,2,Yes,BattleMilitary,4,C
P012,4,NA,2,Yes,BattleEcoKills,4,C
P012,4,NA,2,Yes,BattleBreakIn,4,C
P012,4,NA,2,Yes,BattleOverwhelm,5,C
P012,4,NA,2,Yes,StateAgeUp,5,C
P012,4,NA,2,Yes,StateMilTech,5,C
P012,4,NA,2,Yes,Predictions,2,C
P012,4,NA,2,Yes,Knowledge,4,C
P013,5,1850,3,No,IntroLayout,5,C
P013,5,1850,3,No,IntroPlayers,3,C
P013,5,1850,3,No,IntroCivs,5,C
P013,5,1850,3,No,IntroEconomy,5,C
P013,5,1850,3,No,EventScouting,5,C
P013,5,1850,3,No,EventUncommon,2,C
P013,5,1850,3,No,BattleDelay,4,C
P013,5,1850,3,No,BattleMilitary,4,C
P013,5,1850,3,No,BattleEcoKills,4,C
P013,5,1850,3,No,BattleBreakIn,4,C
P013,5,1850,3,No,BattleOverwhelm,3,C
P013,5,1850,3,No,StateAgeUp,5,C
P013,5,1850,3,No,StateMilTech,4,C
P013,5,1850,3,No,Predictions,1,C
P013,5,1850,3,No,Knowledge,4,C
P014,4,1350,2,No,IntroLayout,3,C
P014,4,1350,2,No,IntroPlayers,4,C
P014,4,1350,2,No,IntroCivs,4,C
P014,4,1350,2,No,IntroEconomy,2,C
P014,4,1350,2,No,EventScouting,5,C
P014,4,1350,2,No,EventUncommon,3,C
P014,4,1350,2,No,BattleDelay,3,C
P014,4,1350,2,No,BattleMilitary,4,C
P014,4,1350,2,No,BattleEcoKills,5,C
P014,4,1350,2,No,BattleBreakIn,5,C
P014,4,1350,2,No,BattleOverwhelm,4,C
P014,4,1350,2,No,StateAgeUp,4,C
P014,4,1350,2,No,StateMilTech,5,C
P014,4,1350,2,No,Predictions,2,C
P014,4,1350,2,No,Knowledge,3,C
P015,4,1350,2,Unsure,IntroLayout,3,C
P015,4,1350,2,Unsure,IntroPlayers,1,C
P015,4,1350,2,Unsure,IntroCivs,3,C
P015,4,1350,2,Unsure,IntroEconomy,1,C
P015,4,1350,2,Unsure,EventScouting,3,C
P015,4,1350,2,Unsure,EventUncommon,3,C
P015,4,1350,2,Unsure,BattleDelay,3,C
P015,4,1350,2,Unsure,BattleMilitary,3,C
P015,4,1350,2,Unsure,BattleEcoKills,3,C
P015,4,1350,2,Unsure,BattleBreakIn,3,C
P015,4,1350,2,Unsure,BattleOverwhelm,3,C
P015,4,1350,2,Unsure,StateAgeUp,2,C
P015,4,1350,2,Unsure,StateMilTech,3,C
P015,4,1350,2,Unsure,Predictions,3,C
P015,4,1350,2,Unsure,Knowledge,3,C
P016,4,1100,2,No,IntroLayout,4,C
P016,4,1100,2,No,IntroPlayers,1,C
P016,4,1100,2,No,IntroCivs,4,C
P016,4,1100,2,No,IntroEconomy,3,C
P016,4,1100,2,No,EventScouting,4,C
P016,4,1100,2,No,EventUncommon,4,C
P016,4,1100,2,No,BattleDelay,3,C
P016,4,1100,2,No,BattleMilitary,3,C
P016,4,1100,2,No,BattleEcoKills,5,C
P016,4,1100,2,No,BattleBreakIn,3,C
P016,4,1100,2,No,BattleOverwhelm,3,C
P016,4,1100,2,No,StateAgeUp,5,C
P016,4,1100,2,No,StateMilTech,4,C
P016,4,1100,2,No,Predictions,1,C
P016,4,1100,2,No,Knowledge,3,C
P017,3,NA,2,No,IntroLayout,4,C
P017,3,NA,2,No,IntroPlayers,4,C
P017,3,NA,2,No,IntroCivs,4,C
P017,3,NA,2,No,IntroEconomy,4,C
P017,3,NA,2,No,EventScouting,4,C
P017,3,NA,2,No,EventUncommon,4,C
P017,3,NA,2,No,BattleDelay,5,C
P017,3,NA,2,No,BattleMilitary,4,C
P017,3,NA,2,No,BattleEcoKills,4,C
P017,3,NA,2,No,BattleBreakIn,4,C
P017,3,NA,2,No,BattleOverwhelm,4,C
P017,3,NA,2,No,StateAgeUp,5,C
P017,3,NA,2,No,StateMilTech,5,C
P017,3,NA,2,No,Predictions,4,C
P017,3,NA,2,No,Knowledge,4,C
P018,5,1350,2,No,IntroLayout,4,C
P018,5,1350,2,No,IntroPlayers,5,C
P018,5,1350,2,No,IntroCivs,3,C
P018,5,1350,2,No,IntroEconomy,2,C
P018,5,1350,2,No,EventScouting,5,C
P018,5,1350,2,No,EventUncommon,5,C
P018,5,1350,2,No,BattleDelay,3,C
P018,5,1350,2,No,BattleMilitary,4,C
P018,5,1350,2,No,BattleEcoKills,5,C
P018,5,1350,2,No,BattleBreakIn,5,C
P018,5,1350,2,No,BattleOverwhelm,5,C
P018,5,1350,2,No,StateAgeUp,5,C
P018,5,1350,2,No,StateMilTech,4,C
P018,5,1350,2,No,Predictions,2,C
P018,5,1350,2,No,Knowledge,2,C
P019,5,1350,2,No,IntroLayout,5,C
P019,5,1350,2,No,IntroPlayers,5,C
P019,5,1350,2,No,IntroCivs,5,C
P019,5,1350,2,No,IntroEconomy,3,C
P019,5,1350,2,No,EventScouting,4,C
P019,5,1350,2,No,EventUncommon,3,C
P019,5,1350,2,No,BattleDelay,1,C
P019,5,1350,2,No,BattleMilitary,5,C
P019,5,1350,2,No,BattleEcoKills,4,C
P019,5,1350,2,No,BattleBreakIn,3,C
P019,5,1350,2,No,BattleOverwhelm,3,C
P019,5,1350,2,No,StateAgeUp,5,C
P019,5,1350,2,No,StateMilTech,4,C
P019,5,1350,2,No,Predictions,2,C
P019,5,1350,2,No,Knowledge,3,C
P020,5,1350,1,No,IntroLayout,5,C
P020,5,1350,1,No,IntroPlayers,5,C
P020,5,1350,1,No,IntroCivs,4,C
P020,5,1350,1,No,IntroEconomy,2,C
P020,5,1350,1,No,EventScouting,3,C
P020,5,1350,1,No,EventUncommon,5,C
P020,5,1350,1,No,BattleDelay,4,C
P020,5,1350,1,No,BattleMilitary,4,C
P020,5,1350,1,No,BattleEcoKills,5,C
P020,5,1350,1,No,BattleBreakIn,4,C
P020,5,1350,1,No,BattleOverwhelm,5,C
P020,5,1350,1,No,StateAgeUp,3,C
P020,5,1350,1,No,StateMilTech,4,C
P020,5,1350,1,No,Predictions,4,C
P020,5,1350,1,No,Knowledge,4,C
P021,5,1350,3,No,IntroLayout,4,C
P021,5,1350,3,No,IntroPlayers,4,C
P021,5,1350,3,No,IntroCivs,4,C
P021,5,1350,3,No,IntroEconomy,3,C
P021,5,1350,3,No,EventScouting,2,C
P021,5,1350,3,No,EventUncommon,5,C
P021,5,1350,3,No,BattleDelay,2,C
P021,5,1350,3,No,BattleMilitary,4,C
P021,5,1350,3,No,BattleEcoKills,5,C
P021,5,1350,3,No,BattleBreakIn,5,C
P021,5,1350,3,No,BattleOverwhelm,5,C
P021,5,1350,3,No,StateAgeUp,5,C
P021,5,1350,3,No,StateMilTech,5,C
P021,5,1350,3,No,Predictions,4,C
P021,5,1350,3,No,Knowledge,4,C
P022,4,1100,3,No,IntroLayout,4,C
P022,4,1100,3,No,IntroPlayers,2,C
P022,4,1100,3,No,IntroCivs,1,C
P022,4,1100,3,No,IntroEconomy,4,C
P022,4,1100,3,No,EventScouting,5,C
P022,4,1100,3,No,EventUncommon,3,C
P022,4,1100,3,No,BattleDelay,5,C
P022,4,1100,3,No,BattleMilitary,5,C
P022,4,1100,3,No,BattleEcoKills,5,C
P022,4,1100,3,No,BattleBreakIn,4,C
P022,4,1100,3,No,BattleOverwhelm,4,C
P022,4,1100,3,No,StateAgeUp,5,C
P022,4,1100,3,No,StateMilTech,5,C
P022,4,1100,3,No,Predictions,3,C
P022,4,1100,3,No,Knowledge,4,C
P023,4,900,2,No,IntroLayout,4,C
P023,4,900,2,No,IntroPlayers,2,C
P023,4,900,2,No,IntroCivs,3,C
P023,4,900,2,No,IntroEconomy,3,C
P023,4,900,2,No,EventScouting,4,C
P023,4,900,2,No,EventUncommon,4,C
P023,4,900,2,No,BattleDelay,5,C
P023,4,900,2,No,BattleMilitary,5,C
P023,4,900,2,No,BattleEcoKills,5,C
P023,4,900,2,No,BattleBreakIn,4,C
P023,4,900,2,No,BattleOverwhelm,4,C
P023,4,900,2,No,StateAgeUp,4,C
P023,4,900,2,No,StateMilTech,4,C
P023,4,900,2,No,Predictions,3,C
P023,4,900,2,No,Knowledge,5,C
P024,5,1100,2,No,IntroLayout,5,C
P024,5,1100,2,No,IntroPlayers,4,C
P024,5,1100,2,No,IntroCivs,5,C
P024,5,1100,2,No,IntroEconomy,5,C
P024,5,1100,2,No,EventScouting,5,C
P024,5,1100,2,No,EventUncommon,5,C
P024,5,1100,2,No,BattleDelay,4,C
P024,5,1100,2,No,BattleMilitary,5,C
P024,5,1100,2,No,BattleEcoKills,4,C
P024,5,1100,2,No,BattleBreakIn,4,C
P024,5,1100,2,No,BattleOverwhelm,5,C
P024,5,1100,2,No,StateAgeUp,4,C
P024,5,1100,2,No,StateMilTech,4,C
P024,5,1100,2,No,Predictions,2,C
P024,5,1100,2,No,Knowledge,3,C
P025,4,1100,2,Unsure,IntroLayout,4,C
P025,4,1100,2,Unsure,IntroPlayers,4,C
P025,4,1100,2,Unsure,IntroCivs,4,C
P025,4,1100,2,Unsure,IntroEconomy,4,C
P025,4,1100,2,Unsure,EventScouting,5,C
P025,4,1100,2,Unsure,EventUncommon,4,C
P025,4,1100,2,Unsure,BattleDelay,4,C
P025,4,1100,2,Unsure,BattleMilitary,4,C
P025,4,1100,2,Unsure,BattleEcoKills,4,C
P025,4,1100,2,Unsure,BattleBreakIn,5,C
P025,4,1100,2,Unsure,BattleOverwhelm,5,C
P025,4,1100,2,Unsure,StateAgeUp,5,C
P025,4,1100,2,Unsure,StateMilTech,5,C
P025,4,1100,2,Unsure,Predictions,4,C
P025,4,1100,2,Unsure,Knowledge,4,C
P026,5,1600,3,No,IntroLayout,5,C
P026,5,1600,3,No,IntroPlayers,1,C
P026,5,1600,3,No,IntroCivs,4,C
P026,5,1600,3,No,IntroEconomy,3,C
P026,5,1600,3,No,EventScouting,4,C
P026,5,1600,3,No,EventUncommon,2,C
P026,5,1600,3,No,BattleDelay,4,C
P026,5,1600,3,No,BattleMilitary,4,C
P026,5,1600,3,No,BattleEcoKills,4,C
P026,5,1600,3,No,BattleBreakIn,3,C
P026,5,1600,3,No,BattleOverwhelm,4,C
P026,5,1600,3,No,StateAgeUp,3,C
P026,5,1600,3,No,StateMilTech,4,C
P026,5,1600,3,No,Predictions,1,C
P026,5,1600,3,No,Knowledge,4,C
P027,4,1100,3,No,IntroLayout,5,C
P027,4,1100,3,No,IntroPlayers,3,C
P027,4,1100,3,No,IntroCivs,5,C
P027,4,1100,3,No,IntroEconomy,4,C
P027,4,1100,3,No,EventScouting,3,C
P027,4,1100,3,No,EventUncommon,2,C
P027,4,1100,3,No,BattleDelay,3,C
P027,4,1100,3,No,BattleMilitary,3,C
P027,4,1100,3,No,BattleEcoKills,3,C
P027,4,1100,3,No,BattleBreakIn,3,C
P027,4,1100,3,No,BattleOverwhelm,5,C
P027,4,1100,3,No,StateAgeUp,5,C
P027,4,1100,3,No,StateMilTech,4,C
P027,4,1100,3,No,Predictions,5,C
P027,4,1100,3,No,Knowledge,4,C
P028,3,NA,3,No,IntroLayout,5,C
P028,3,NA,3,No,IntroPlayers,4,C
P028,3,NA,3,No,IntroCivs,3,C
P028,3,NA,3,No,IntroEconomy,2,C
P028,3,NA,3,No,EventScouting,5,C
P028,3,NA,3,No,EventUncommon,5,C
P028,3,NA,3,No,BattleDelay,3,C
P028,3,NA,3,No,BattleMilitary,3,C
P028,3,NA,3,No,BattleEcoKills,4,C
P028,3,NA,3,No,BattleBreakIn,4,C
P028,3,NA,3,No,BattleOverwhelm,4,C
P028,3,NA,3,No,StateAgeUp,4,C
P028,3,NA,3,No,StateMilTech,3,C
P028,3,NA,3,No,Predictions,2,C
P028,3,NA,3,No,Knowledge,2,C
P029,3,1350,3,No,IntroLayout,4,C
P029,3,1350,3,No,IntroPlayers,3,C
P029,3,1350,3,No,IntroCivs,5,C
P029,3,1350,3,No,IntroEconomy,4,C
P029,3,1350,3,No,EventScouting,5,C
P029,3,1350,3,No,EventUncommon,2,C
P029,3,1350,3,No,BattleDelay,4,C
